행정구역,2024년01월_계_총인구수,2024년01월_계_연령구간인구수,2024년01월_계_0~9세,2024년01월_계_10~19세,2024년01월_계_20~29세,2024년01월_계_30~39세,2024년01월_계_40~49세,2024년01월_계_50~59세,2024년01월_계_60~69세,2024년01월_계_70~79세,2024년01월_계_80~89세,2024년01월_계_90~99세,2024년01월_계_100세 이상,2024년01월_남_총인구수,2024년01월_남_연령구간인구수,2024년01월_남_0~9세,2024년01월_남_10~19세,2024년01월_남_20~29세,2024년01월_남_30~39세,2024년01월_남_40~49세,2024년01월_남_50~59세,2024년01월_남_60~69세,2024년01월_남_70~79세,2024년01월_남_80~89세,2024년01월_남_90~99세,2024년01월_남_100세 이상,2024년01월_여_총인구수,2024년01월_여_연령구간인구수,2024년01월_여_0~9세,2024년01월_여_10~19세,2024년01월_여_20~29세,2024년01월_여_30~39세,2024년01월_여_40~49세,2024년01월_여_50~59세,2024년01월_여_60~69세,2024년01월_여_70~79세,2024년01월_여_80~89세,2024년01월_여_90~99세,2024년01월_여_100세 이상
대전광역시 서구 도마1동(3017052000),"18,829","18,829","1,220","1,189","2,807","2,585","2,309","2,939","3,084","1,777",796,122,1,"9,457","9,457",619,619,"1,530","1,392","1,235","1,439","1,457",816,317,33,0,"9,372","9,372",601,570,"1,277","1,193","1,074","1,500","1,627",961,479,89,1
대전광역시 서구 도마2동(3017053000),"16,516","16,516",670,"1,219","2,136","1,734","2,010","2,842","3,135","1,845",812,105,8,"8,283","8,283",370,623,"1,176",965,"1,073","1,399","1,470",847,337,22,1,"8,233","8,233",300,596,960,769,937,"1,443","1,665",998,475,83,7
대전광역시 서구 정림동(3017053500),"15,354","15,354",773,"1,309","1,621","1,517","1,980","2,798","3,141","1,428",676,111,0,"7,447","7,447",418,706,865,784,"1,000","1,296","1,465",639,247,27,0,"7,907","7,907",355,603,756,733,980,"1,502","1,676",789,429,84,0
대전광역시 서구 변동(3017054000),"13,459","13,459",677,974,"1,537","1,632","1,824","2,347","2,445","1,329",607,85,2,"6,807","6,807",355,518,822,908,946,"1,209","1,148",633,242,26,0,"6,652","6,652",322,456,715,724,878,"1,138","1,297",696,365,59,2
대전광역시 서구 용문동(3017055000),"11,911","11,911",472,535,"2,260","2,123","1,616","1,720","1,627",997,492,68,1,"5,669","5,669",219,279,"1,021","1,134",846,817,733,420,179,21,0,"6,242","6,242",253,256,"1,239",989,770,903,894,577,313,47,1
대전광역시 서구 탄방동(3017055500),"26,705","26,705","1,395","2,191","5,138","4,640","4,149","4,217","3,042","1,263",574,94,2,"12,815","12,815",750,"1,144","2,320","2,360","1,975","2,035","1,439",568,204,20,0,"13,890","13,890",645,"1,047","2,818","2,280","2,174","2,182","1,603",695,370,74,2
대전광역시 서구 괴정동(3017056000),"18,777","18,777",839,"1,214","4,333","3,742","2,591","2,515","2,004","1,052",429,56,2,"9,183","9,183",424,619,"1,897","2,061","1,368","1,207",923,490,182,12,0,"9,594","9,594",415,595,"2,436","1,681","1,223","1,308","1,081",562,247,44,2
대전광역시 서구 가장동(3017057000),"10,944","10,944",584,956,"1,416","1,255","1,571","1,904","1,664","1,043",486,64,1,"5,260","5,260",312,469,676,672,798,887,759,467,202,18,0,"5,684","5,684",272,487,740,583,773,"1,017",905,576,284,46,1
대전광역시 서구 내동(3017057500),"22,935","22,935","1,411","2,435","2,873","2,468","3,540","3,930","3,444","1,891",828,115,0,"11,034","11,034",722,"1,189","1,477","1,272","1,696","1,868","1,591",852,338,29,0,"11,901","11,901",689,"1,246","1,396","1,196","1,844","2,062","1,853","1,039",490,86,0
대전광역시 서구 갈마1동(3017058100),"21,231","21,231",862,"1,464","4,185","3,431","2,909","3,232","3,192","1,306",558,90,2,"10,797","10,797",440,774,"2,127","2,011","1,477","1,610","1,490",627,218,21,2,"10,434","10,434",422,690,"2,058","1,420","1,432","1,622","1,702",679,340,69,0
대전광역시 서구 갈마2동(3017058200),"24,028","24,028","1,041","1,732","5,153","4,285","3,339","3,921","2,985","1,059",454,58,1,"12,109","12,109",535,875,"2,536","2,403","1,746","1,891","1,439",485,185,14,0,"11,919","11,919",506,857,"2,617","1,882","1,593","2,030","1,546",574,269,44,1
대전광역시 서구 월평1동(3017058600),"11,291","11,291",310,518,"2,938","2,014","1,367","1,762","1,457",595,287,42,1,"6,092","6,092",167,267,"1,575","1,223",800,919,741,285,107,8,0,"5,199","5,199",143,251,"1,363",791,567,843,716,310,180,34,1
대전광역시 서구 월평2동(3017058700),"13,670","13,670",608,"1,142","1,506","1,401","1,595","2,507","2,660","1,304",791,150,6,"6,472","6,472",311,582,813,725,737,"1,154","1,283",589,245,32,1,"7,198","7,198",297,560,693,676,858,"1,353","1,377",715,546,118,5
대전광역시 서구 월평3동(3017058800),"20,479","20,479","1,464","2,423","2,269","2,460","3,058","3,669","3,371","1,179",496,90,0,"9,977","9,977",779,"1,292","1,278","1,177","1,390","1,668","1,615",575,181,22,0,"10,502","10,502",685,"1,131",991,"1,283","1,668","2,001","1,756",604,315,68,0
대전광역시 서구 가수원동(3017059000),"10,436","10,436",482,912,"1,169","1,067","1,335","1,892","1,992","1,004",515,66,2,"5,091","5,091",249,463,666,538,671,922,916,458,190,17,1,"5,345","5,345",233,449,503,529,664,970,"1,076",546,325,49,1
대전광역시 서구 도안동(3017059300),"36,605","36,605","5,100","4,908","4,090","5,918","7,723","4,794","2,824",906,283,58,1,"17,977","17,977","2,593","2,513","1,983","2,769","3,779","2,403","1,363",452,110,12,0,"18,628","18,628","2,507","2,395","2,107","3,149","3,944","2,391","1,461",454,173,46,1
대전광역시 서구 관저1동(3017059600),"14,886","14,886",939,"1,440","2,548","1,899","2,077","2,667","1,943",817,482,72,2,"7,007","7,007",480,747,"1,220",921,933,"1,210",945,358,176,16,1,"7,879","7,879",459,693,"1,328",978,"1,144","1,457",998,459,306,56,1
대전광역시 서구 관저2동(3017059700),"48,608","48,608","4,890","5,876","6,359","6,843","8,916","8,248","4,552","1,920",872,128,4,"23,653","23,653","2,474","2,979","3,223","3,376","4,256","4,008","2,145",856,304,31,1,"24,955","24,955","2,416","2,897","3,136","3,467","4,660","4,240","2,407","1,064",568,97,3
대전광역시 서구 기성동(3017060000),"3,453","3,453",76,158,214,209,359,578,780,547,440,86,6,"1,777","1,777",49,81,129,107,210,323,438,270,155,15,0,"1,676","1,676",27,77,85,102,149,255,342,277,285,71,6
대전광역시 서구 둔산1동(3017063000),"16,405","16,405","1,313","3,321","1,435","1,154","3,719","2,701","1,408",881,411,60,2,"8,058","8,058",671,"1,736",773,501,"1,628","1,435",710,415,164,24,1,"8,347","8,347",642,"1,585",662,653,"2,091","1,266",698,466,247,36,1
대전광역시 서구 둔산2동(3017064000),"35,163","35,163","2,688","3,694","5,053","5,380","5,541","6,502","4,119","1,459",624,102,1,"16,982","16,982","1,403","1,916","2,461","2,670","2,525","3,009","2,017",719,238,24,0,"18,181","18,181","1,285","1,778","2,592","2,710","3,016","3,493","2,102",740,386,78,1
대전광역시 서구 만년동(3017065000),"12,266","12,266",759,"1,105","2,181","1,999","1,737","2,194","1,513",497,243,38,0,"6,236","6,236",379,577,"1,295","1,086",793,"1,044",747,220,87,8,0,"6,030","6,030",380,528,886,913,944,"1,150",766,277,156,30,0
대전광역시 서구 둔산3동(3017066000),"19,067","19,067",956,"2,725","2,297","1,547","3,009","3,517","2,720","1,495",678,119,4,"9,176","9,176",505,"1,450","1,220",769,"1,309","1,727","1,250",676,232,38,0,"9,891","9,891",451,"1,275","1,077",778,"1,700","1,790","1,470",819,446,81,4
대전광역시 유성구 (3020000000),"367,240","367,240","32,345","38,549","53,086","57,655","60,767","58,362","41,636","15,986","7,465","1,350",39,"186,028","186,028","16,679","19,974","28,673","30,528","30,072","28,864","20,521","7,684","2,713",318,2,"181,212","181,212","15,666","18,575","24,413","27,127","30,695","29,498","21,115","8,302","4,752","1,032",37
대전광역시 유성구 진잠동(3020052000),"25,309","25,309","1,616","2,311","3,178","3,022","3,852","4,898","3,747","1,658",880,142,5,"12,906","12,906",841,"1,228","1,752","1,658","1,972","2,462","1,873",764,326,30,0,"12,403","12,403",775,"1,083","1,426","1,364","1,880","2,436","1,874",894,554,112,5
대전광역시 유성구 학하동(3020052600),"19,245","19,245","1,893","1,460","3,010","3,267","2,928","2,814","2,721",788,293,69,2,"9,925","9,925",974,748,"1,754","1,682","1,525","1,330","1,351",440,105,16,0,"9,320","9,320",919,712,"1,256","1,585","1,403","1,484","1,370",348,188,53,2
대전광역시 유성구 상대동(3020052700),"25,355","25,355","2,887","3,570","2,429","3,127","4,919","4,153","2,895",933,366,74,2,"12,344","12,344","1,462","1,813","1,298","1,387","2,324","2,015","1,442",454,138,11,0,"13,011","13,011","1,425","1,757","1,131","1,740","2,595","2,138","1,453",479,228,63,2
대전광역시 유성구 온천1동(3020053000),"26,264","26,264",749,870,"6,347","5,462","3,101","3,869","3,401","1,574",764,121,6,"13,714","13,714",389,445,"3,159","3,158","1,762","1,990","1,758",730,286,36,1,"12,550","12,550",360,425,"3,188","2,304","1,339","1,879","1,643",844,478,85,5
대전광역시 유성구 온천2동(3020054000),"40,226","40,226","2,898","3,033","9,419","5,884","5,326","5,631","5,034","2,017",820,162,2,"21,181","21,181","1,464","1,560","5,527","3,323","2,749","2,713","2,456","1,034",310,45,0,"19,045","19,045","1,434","1,473","3,892","2,561","2,577","2,918","2,578",983,510,117,2
대전광역시 유성구 노은1동(3020054600),"21,195","21,195","1,755","2,874","2,585","3,011","3,853","3,507","2,090",987,454,76,3,"10,504","10,504",920,"1,479","1,311","1,547","1,823","1,773",999,450,181,20,1,"10,691","10,691",835,"1,395","1,274","1,464","2,030","1,734","1,091",537,273,56,2
대전광역시 유성구 노은2동(3020054700),"23,659","23,659","1,761","3,146","2,952","2,739","4,173","4,265","2,661","1,163",693,101,5,"11,585","11,585",909,"1,613","1,528","1,407","1,921","2,090","1,314",517,259,27,0,"12,074","12,074",852,"1,533","1,424","1,332","2,252","2,175","1,347",646,434,74,5
대전광역시 유성구 노은3동(3020054800),"36,621","36,621","4,037","4,687","3,467","5,051","7,262","5,730","3,983","1,642",648,111,3,"17,964","17,964","2,075","2,407","1,823","2,414","3,526","2,750","1,878",797,270,24,0,"18,657","18,657","1,962","2,280","1,644","2,637","3,736","2,980","2,105",845,378,87,3
대전광역시 유성구 신성동(3020055000),"25,780","25,780","2,393","2,667","4,183","5,178","4,011","3,615","2,368",855,421,89,0,"13,579","13,579","1,256","1,449","2,249","2,962","1,993","1,836","1,219",428,165,22,0,"12,201","12,201","1,137","1,218","1,934","2,216","2,018","1,779","1,149",427,256,67,0
대전광역시 유성구 전민동(3020057000),"26,344","26,344","2,200","2,925","3,855","4,459","3,959","4,288","3,117",914,492,134,1,"13,557","13,557","1,149","1,485","2,169","2,513","1,920","2,063","1,602",471,149,36,0,"12,787","12,787","1,051","1,440","1,686","1,946","2,039","2,225","1,515",443,343,98,1
대전광역시 유성구 구즉동(3020058000),"33,279","33,279","2,979","3,086","4,460","6,196","5,267","5,570","3,491","1,336",771,119,4,"17,069","17,069","1,507","1,618","2,449","3,382","2,695","2,823","1,747",585,234,29,0,"16,210","16,210","1,472","1,468","2,011","2,814","2,572","2,747","1,744",751,537,90,4
대전광역시 유성구 관평동(3020060000),"33,911","33,911","3,806","4,942","4,109","4,835","6,624","5,629","2,727",817,351,68,3,"17,311","17,311","1,934","2,588","2,169","2,469","3,217","2,983","1,418",407,116,10,0,"16,600","16,600","1,872","2,354","1,940","2,366","3,407","2,646","1,309",410,235,58,3
대전광역시 유성구 원신흥동(3020061000),"30,052","30,052","3,371","2,978","3,092","5,424","5,492","4,393","3,401","1,302",512,84,3,"14,389","14,389","1,799","1,541","1,485","2,626","2,645","2,036","1,464",607,174,12,0,"15,663","15,663","1,572","1,437","1,607","2,798","2,847","2,357","1,937",695,338,72,3
대전광역시 대덕구 (3023000000),"169,583","169,583","8,870","14,390","21,302","19,279","23,525","33,028","28,476","13,131","6,653",894,35,"86,190","86,190","4,555","7,506","11,674","10,770","12,206","16,725","14,098","6,048","2,395",211,2,"83,393","83,393","4,315","6,884","9,628","8,509","11,319","16,303","14,378","7,083","4,258",683,33
대전광역시 대덕구 오정동(3023051000),"13,821","13,821",460,896,"2,107","1,399","1,645","2,457","2,724","1,443",602,83,5,"7,246","7,246",230,479,"1,090",825,929,"1,349","1,385",694,246,19,0,"6,575","6,575",230,417,"1,017",574,716,"1,108","1,339",749,356,64,5
대전광역시 대덕구 대화동(3023052000),"6,465","6,465",192,414,645,704,917,"1,245","1,273",723,310,42,0,"3,367","3,367",107,225,353,393,509,675,654,340,105,6,0,"3,098","3,098",85,189,292,311,408,570,619,383,205,36,0
대전광역시 대덕구 회덕동(3023052500),"11,412","11,412",456,831,"1,111","1,100","1,371","2,176","2,406","1,182",684,93,2,"5,842","5,842",228,452,608,638,732,"1,148","1,196",559,249,32,0,"5,570","5,570",228,379,503,462,639,"1,028","1,210",623,435,61,2
대전광역시 대덕구 비래동(3023053300),"15,394","15,394",671,"1,367","1,877","1,436","2,062","3,136","2,810","1,323",625,86,1,"7,641","7,641",352,718,"1,007",814,"1,028","1,543","1,315",604,238,22,0,"7,753","7,753",319,649,870,622,"1,034","1,593","1,495",719,387,64,1
대전광역시 대덕구 송촌동(3023054300),"26,196","26,196","1,536","3,226","3,672","2,466","4,060","5,772","3,429","1,204",733,95,3,"12,973","12,973",764,"1,638","1,988","1,297","1,885","2,809","1,762",524,285,21,0,"13,223","13,223",772,"1,588","1,684","1,169","2,175","2,963","1,667",680,448,74,3
대전광역시 대덕구 중리동(3023054600),"18,688","18,688",676,"1,327","2,674","2,068","2,592","3,688","3,357","1,511",718,74,3,"9,714","9,714",342,708,"1,465","1,206","1,415","1,954","1,621",712,273,17,1,"8,974","8,974",334,619,"1,209",862,"1,177","1,734","1,736",799,445,57,2
대전광역시 대덕구 신탄진동(3023055000),"14,566","14,566",862,"1,018","1,705","2,035","1,928","2,738","2,414","1,165",625,72,4,"7,532","7,532",426,547,964,"1,142","1,031","1,415","1,202",555,234,16,0,"7,034","7,034",436,471,741,893,897,"1,323","1,212",610,391,56,4
대전광역시 대덕구 석봉동(3023056000),"16,252","16,252","1,658","1,656","1,731","2,618","2,767","2,643","1,991",746,382,59,1,"8,326","8,326",866,861,961,"1,344","1,494","1,289",999,372,126,14,0,"7,926","7,926",792,795,770,"1,274","1,273","1,354",992,374,256,45,1
대전광역시 대덕구 덕암동(3023057000),"13,039","13,039",537,933,"1,868","1,645","1,703","2,599","2,043","1,042",584,82,3,"7,024","7,024",290,489,"1,092","1,021",919,"1,433","1,062",486,215,17,0,"6,015","6,015",247,444,776,624,784,"1,166",981,556,369,65,3
대전광역시 대덕구 목상동(3023058000),"6,151","6,151",316,522,862,930,"1,009","1,142",844,338,166,19,3,"3,340","3,340",169,253,479,588,580,632,423,157,55,4,0,"2,811","2,811",147,269,383,342,429,510,421,181,111,15,3
대전광역시 대덕구 법1동(3023060000),"12,476","12,476",765,939,"1,324","1,506","1,570","2,393","2,199","1,126",564,86,4,"5,831","5,831",381,471,698,764,793,"1,070","1,031",445,162,16,0,"6,645","6,645",384,468,626,742,777,"1,323","1,168",681,402,70,4
대전광역시 대덕구 법2동(3023061000),"15,123","15,123",741,"1,261","1,726","1,372","1,901","3,039","2,986","1,328",660,103,6,"7,354","7,354",400,665,969,738,891,"1,408","1,448",600,207,27,1,"7,769","7,769",341,596,757,634,"1,010","1,631","1,538",728,453,76,5
울산광역시  (3100000000),"1,103,402","1,103,402","78,510","109,492","122,180","136,706","177,695","205,025","169,803","72,060","28,093","3,758",80,"567,081","567,081","40,312","57,076","69,514","74,283","91,575","102,971","85,679","34,743","10,182",737,9,"536,321","536,321","38,198","52,416","52,666","62,423","86,120","102,054","84,124","37,317","17,911","3,021",71
울산광역시 중구 (3111000000),"208,568","208,568","13,431","19,191","21,747","24,443","31,423","38,975","35,346","16,716","6,486",798,12,"105,484","105,484","6,940","10,138","12,277","13,122","16,069","19,312","17,229","7,792","2,440",164,1,"103,084","103,084","6,491","9,053","9,470","11,321","15,354","19,663","18,117","8,924","4,046",634,11
울산광역시 중구 학성동(3111051000),"10,798","10,798",469,627,"1,080","1,341","1,336","1,840","2,112","1,390",548,53,2,"5,529","5,529",248,329,596,765,730,995,"1,029",618,212,7,0,"5,269","5,269",221,298,484,576,606,845,"1,083",772,336,46,2
울산광역시 중구 반구1동(3111052000),"15,876","15,876",995,"1,252","1,576","2,041","2,446","3,019","2,845","1,248",402,51,1,"8,289","8,289",500,657,921,"1,117","1,336","1,548","1,426",621,154,8,1,"7,587","7,587",495,595,655,924,"1,110","1,471","1,419",627,248,43,0
울산광역시 중구 반구2동(3111053000),"8,281","8,281",289,505,"1,060",968,972,"1,626","1,599",878,342,42,0,"4,223","4,223",161,266,588,540,518,817,764,404,156,9,0,"4,058","4,058",128,239,472,428,454,809,835,474,186,33,0
울산광역시 중구 복산동(3111055500),"20,321","20,321","2,122","1,694","2,007","3,753","3,025","3,178","2,747","1,280",453,62,0,"10,156","10,156","1,091",874,"1,084","1,976","1,561","1,509","1,303",581,167,10,0,"10,165","10,165","1,031",820,923,"1,777","1,464","1,669","1,444",699,286,52,0
울산광역시 중구 중앙동(3111058500),"11,388","11,388",316,514,"1,117","1,092","1,285","2,097","2,669","1,564",659,75,0,"5,893","5,893",178,262,645,633,746,"1,115","1,330",704,261,19,0,"5,495","5,495",138,252,472,459,539,982,"1,339",860,398,56,0
울산광역시 중구 우정동(3111059000),"17,438","17,438",980,"1,487","1,748","2,011","2,438","3,123","3,218","1,654",678,101,0,"8,648","8,648",524,821,962,"1,052","1,226","1,514","1,542",720,257,30,0,"8,790","8,790",456,666,786,959,"1,212","1,609","1,676",934,421,71,0
울산광역시 중구 태화동(3111060000),"31,788","31,788","2,567","3,671","3,055","3,703","5,499","5,656","4,781","2,027",752,76,1,"15,829","15,829","1,351","1,965","1,690","1,925","2,643","2,704","2,293",964,275,19,0,"15,959","15,959","1,216","1,706","1,365","1,778","2,856","2,952","2,488","1,063",477,57,1
울산광역시 중구 다운동(3111061000),"21,559","21,559",734,"1,649","2,621","1,856","2,534","4,696","4,367","2,050",926,125,1,"10,957","10,957",391,863,"1,567","1,080","1,277","2,327","2,145",949,334,24,0,"10,602","10,602",343,786,"1,054",776,"1,257","2,369","2,222","1,101",592,101,1
울산광역시 중구 병영1동(3111062000),"20,912","20,912","1,100","2,019","2,313","2,026","2,854","4,310","3,948","1,681",585,75,1,"10,593","10,593",550,"1,085","1,316","1,103","1,418","2,111","1,939",819,233,19,0,"10,319","10,319",550,934,997,923,"1,436","2,199","2,009",862,352,56,1
울산광역시 중구 병영2동(3111063000),"19,565","19,565","1,474","2,031","1,823","2,280","3,322","3,431","3,304","1,322",522,54,2,"9,817","9,817",729,"1,055","1,022","1,221","1,743","1,665","1,586",615,175,6,0,"9,748","9,748",745,976,801,"1,059","1,579","1,766","1,718",707,347,48,2
울산광역시 중구 약사동(3111064000),"10,503","10,503","1,079","1,290","1,097","1,367","1,838","1,947","1,260",428,170,26,1,"5,262","5,262",548,668,628,667,891,948,640,206,61,5,0,"5,241","5,241",531,622,469,700,947,999,620,222,109,21,1
울산광역시 중구 성안동(3111065000),"20,139","20,139","1,306","2,452","2,250","2,005","3,874","4,052","2,496","1,194",449,58,3,"10,288","10,288",669,"1,293","1,258","1,043","1,980","2,059","1,232",591,155,8,0,"9,851","9,851",637,"1,159",992,962,"1,894","1,993","1,264",603,294,50,3
울산광역시 남구 (3114000000),"306,762","306,762","19,720","28,097","38,298","40,330","46,647","59,042","47,108","19,599","7,088",822,11,"156,534","156,534","10,140","14,723","21,505","22,078","23,408","29,121","23,362","9,350","2,677",169,1,"150,228","150,228","9,580","13,374","16,793","18,252","23,239","29,921","23,746","10,249","4,411",653,10
울산광역시 남구 신정1동(3114051000),"18,034","18,034",765,"1,030","2,029","2,488","2,245","3,158","3,633","1,900",720,65,1,"9,021","9,021",403,535,"1,095","1,398","1,201","1,538","1,706",856,279,10,0,"9,013","9,013",362,495,934,"1,090","1,044","1,620","1,927","1,044",441,55,1
