행정구역,행정구역코드,여성출산적령기_20_39세,노인기준_65세_이상,소멸지수,2023년_계_65~69세,2023년_계_70~74세,2023년_계_75~79세,2023년_계_80~84세,2023년_계_85~89세,2023년_계_90~94세,2023년_계_95~99세,2023년_계_100세 이상,2023년_여_20~24세,2023년_여_25~29세,2023년_여_30~34세,2023년_여_35~39세
경기도 포천시 소흘읍,4165025000,"4,548","7,735",0.587976729,"3,070","1,609","1,268",951,570,203,52,12,"1,323","1,252","1,034",939
경기도 포천시 군내면,4165031000,813,"2,113",0.384761003,828,444,336,267,165,58,14,1,156,204,244,209
경기도 포천시 내촌면,4165032000,233,"1,403",0.166072701,545,293,218,181,122,35,7,2,47,75,62,49
경기도 포천시 가산면,4165033000,459,"2,092",0.219407266,825,440,305,260,187,64,10,1,109,119,127,104
경기도 포천시 신북면,4165034000,930,"3,098",0.300193673,"1,258",626,517,378,222,83,11,3,254,249,240,187
경기도 포천시 창수면,4165035000,77,901,0.085460599,310,165,166,160,75,19,6,0,20,25,14,18
경기도 포천시 영중면,4165036000,275,"1,744",0.157683486,576,365,315,295,144,38,10,1,63,86,75,51
경기도 포천시 일동면,4165037000,645,"2,915",0.221269297,"1,000",620,517,409,244,104,19,2,152,191,140,162
경기도 포천시 이동면,4165038000,532,"1,688",0.315165877,560,362,325,262,130,42,6,1,95,135,175,127
경기도 포천시 영북면,4165039000,593,"2,474",0.239692805,808,438,473,402,254,73,22,4,104,162,166,161
경기도 포천시 관인면,4165040000,107,"1,135",0.094273128,343,239,231,192,96,22,8,4,35,31,19,22
경기도 포천시 화현면,4165041000,236,823,0.286755772,289,177,123,123,78,29,3,1,42,57,70,67
경기도 포천시 포천동,4165051000,"2,063","3,840",0.537239583,"1,455",815,653,526,284,81,22,4,548,595,482,438
경기도 포천시 선단동,4165052000,"1,387","2,902",0.477946244,"1,192",605,440,380,195,79,9,2,399,399,297,292
경기도 여주시 ,4167000000,"10,378","28,895",0.359162485,"10,119","6,594","4,883","4,046","2,226",804,190,33,"2,428","2,695","2,584","2,671"
경기도 여주시 가남읍,4167025000,"1,232","3,725",0.330738255,"1,311",906,584,500,307,93,23,1,279,319,316,318
경기도 여주시 점동면,4167031000,248,"1,831",0.135445112,585,408,329,263,164,67,10,5,56,77,56,59
경기도 여주시 흥천면,4167032000,265,"1,925",0.137662338,620,449,345,264,166,67,12,2,72,63,64,66
경기도 여주시 금사면,4167033000,154,"1,232",0.125,430,285,204,171,91,37,12,2,29,44,37,44
경기도 여주시 세종대왕면,4167034500,366,"2,204",0.166061706,728,454,399,334,191,86,12,0,84,83,105,94
경기도 여주시 대신면,4167035000,361,"2,724",0.132525698,869,582,450,425,280,88,22,8,101,90,84,86
경기도 여주시 북내면,4167036000,276,"1,683",0.16399287,542,328,298,282,162,54,15,2,84,70,67,55
경기도 여주시 강천면,4167037000,255,"1,535",0.166123779,508,352,276,200,129,53,15,2,59,67,68,61
경기도 여주시 산북면,4167038000,139,953,0.145855194,319,221,152,156,67,28,9,1,38,37,22,42
경기도 여주시 여흥동,4167051000,"2,171","4,480",0.484598214,"1,657","1,072",720,617,287,97,25,5,579,607,484,501
경기도 여주시 중앙동,4167052000,"2,939","3,809",0.771593594,"1,480",897,651,470,214,76,20,1,643,752,806,738
경기도 여주시 오학동,4167053000,"1,972","2,794",0.705798139,"1,070",640,475,364,168,58,15,4,404,486,475,607
경기도 연천군 ,4180000000,"3,280","12,882",0.254618848,"4,228","2,560","2,382","2,051","1,189",369,90,13,817,832,906,725
경기도 연천군 연천읍,4180025000,762,"2,180",0.349541284,648,421,422,377,226,60,22,4,130,203,250,179
경기도 연천군 전곡읍,4180025300,"1,731","4,207",0.411457095,"1,488",844,756,596,359,117,40,7,438,432,475,386
경기도 연천군 군남면,4180031000,143,"1,236",0.115695793,385,255,216,207,132,34,6,1,56,29,25,33
경기도 연천군 청산면,4180032000,247,"1,486",0.166218035,535,276,265,232,129,40,8,1,79,78,49,41
경기도 연천군 백학면,4180033000,112,"1,009",0.111000991,325,179,188,191,96,28,2,0,33,25,34,20
경기도 연천군 미산면,4180034000,93,734,0.126702997,269,151,131,103,53,24,3,0,14,29,22,28
경기도 연천군 왕징면,4180035000,37,514,0.071984436,141,109,112,93,39,17,3,0,13,5,9,10
경기도 연천군 신서면,4180036000,113,"1,147",0.098517873,326,251,217,196,114,37,6,0,41,25,29,18
경기도 연천군 중면,4180037000,10,58,0.172413793,21,10,11,7,7,2,0,0,4,0,5,1
경기도 연천군 장남면,4180038000,32,311,0.102893891,90,64,64,49,34,10,0,0,9,6,8,9
경기도 가평군 ,4182000000,"4,839","18,713",0.258590285,"6,569","4,173","3,254","2,606","1,485",503,104,19,"1,113","1,295","1,220","1,211"
경기도 가평군 가평읍,4182025000,"1,910","5,261",0.36304885,"1,764","1,109",940,810,458,137,35,8,414,519,493,484
경기도 가평군 설악면,4182031000,708,"3,073",0.230393752,"1,124",711,487,388,247,92,23,1,206,175,159,168
경기도 가평군 청평면,4182032500,939,"4,288",0.218983209,"1,419","1,000",796,601,331,111,25,5,234,263,220,222
경기도 가평군 상면,4182033000,272,"2,051",0.132618235,739,500,338,266,148,54,6,0,63,67,76,66
경기도 가평군 조종면,4182034500,838,"2,508",0.334130781,983,535,423,325,170,62,7,3,164,224,223,227
경기도 가평군 북면,4182035000,172,"1,532",0.11227154,540,318,270,216,131,47,8,2,32,47,49,44
경기도 양평군 ,4183000000,"9,487","36,824",0.257630893,"12,917","8,601","6,446","4,852","2,783",983,211,31,"2,030","2,382","2,432","2,643"
경기도 양평군 양평읍,4183025000,"3,570","7,411",0.481716368,"2,690","1,693","1,282",999,507,202,34,4,799,932,902,937
경기도 양평군 강상면,4183031000,781,"2,641",0.295721318,936,668,471,310,182,63,10,1,148,185,188,260
경기도 양평군 강하면,4183032000,286,"1,891",0.151242729,721,477,319,212,111,34,15,2,70,66,81,69
경기도 양평군 양서면,4183033000,"1,068","4,302",0.248256625,"1,523","1,014",782,542,314,106,16,5,200,308,280,280
경기도 양평군 옥천면,4183034000,540,"2,471",0.218535006,889,592,414,330,170,65,11,0,109,126,135,170
경기도 양평군 서종면,4183035000,614,"2,934",0.20927062,"1,142",721,512,309,170,58,22,0,126,113,162,213
경기도 양평군 단월면,4183036000,184,"1,559",0.118024375,517,376,251,235,131,39,9,1,30,53,47,54
경기도 양평군 청운면,4183037000,157,"1,682",0.09334126,533,383,289,232,183,49,11,2,29,49,40,39
경기도 양평군 양동면,4183038000,207,"1,950",0.106153846,636,449,329,266,180,70,16,4,40,57,59,51
경기도 양평군 지평면,4183039500,360,"2,791",0.128986027,929,615,484,396,244,94,24,5,91,99,78,92
경기도 양평군 용문면,4183040000,"1,431","5,311",0.269440783,"1,782","1,163",980,768,426,157,30,5,327,320,382,402
경기도 양평군 개군면,4183041000,289,"1,881",0.15364168,619,450,333,253,165,46,13,2,61,74,78,76
강원특별자치도  ,5100000000,"145,873","366,555",0.39795665,"127,532","77,731","64,145","54,515","29,620","10,117","2,505",390,"35,252","36,719","37,012","36,890"
동해출장소  ,5110500000,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0
강원특별자치도 춘천시 ,5111000000,"33,708","58,611",0.575113886,"20,502","11,738","10,258","8,844","5,069","1,718",419,63,"8,585","8,665","8,351","8,107"
강원특별자치도 춘천시 신북읍,5111025000,514,"2,532",0.20300158,802,480,431,424,271,100,20,4,118,131,141,124
강원특별자치도 춘천시 동면,5111031000,"1,878","3,170",0.592429022,"1,283",640,497,381,229,107,30,3,490,401,419,568
강원특별자치도 춘천시 동산면,5111032000,61,632,0.096518987,219,109,109,100,72,18,4,1,20,16,13,12
강원특별자치도 춘천시 신동면,5111033000,149,925,0.161081081,328,180,124,158,98,27,9,1,27,44,36,42
강원특별자치도 춘천시 남면,5111034000,38,523,0.072657744,168,97,96,73,56,26,6,1,11,9,9,9
강원특별자치도 춘천시 서면,5111035000,173,"1,614",0.107187113,511,335,266,245,165,71,17,4,40,43,43,47
강원특별자치도 춘천시 사북면,5111036000,102,"1,086",0.093922652,380,210,179,173,97,29,15,3,22,29,25,26
강원특별자치도 춘천시 북산면,5111038000,18,483,0.037267081,154,111,81,86,37,12,2,0,6,5,5,2
강원특별자치도 춘천시 동내면,5111039000,"1,894","3,257",0.581516733,"1,228",660,519,457,264,103,22,4,392,524,467,511
강원특별자치도 춘천시 남산면,5111040000,171,"1,390",0.123021583,488,310,226,207,106,44,7,2,46,41,43,41
강원특별자치도 춘천시 교동,5111052000,670,888,0.754504505,271,193,176,126,91,27,4,0,305,189,117,59
강원특별자치도 춘천시 조운동,5111053000,268,828,0.323671498,264,147,160,127,89,28,13,0,51,95,70,52
강원특별자치도 춘천시 약사명동,5111054500,749,"1,042",0.718809981,344,200,209,166,85,30,5,3,85,188,239,237
강원특별자치도 춘천시 근화동,5111057000,"1,198","1,692",0.708037825,564,302,317,294,157,45,11,2,157,328,404,309
강원특별자치도 춘천시 소양동,5111058000,"1,025","1,889",0.54261514,629,355,370,307,163,48,14,3,249,255,278,243
강원특별자치도 춘천시 후평1동,5111060000,"1,345","2,847",0.472427116,972,560,504,466,255,64,23,3,379,440,306,220
강원특별자치도 춘천시 후평2동,5111061000,"1,979","2,490",0.794779116,824,469,460,412,222,84,17,2,420,574,520,465
강원특별자치도 춘천시 후평3동,5111061100,"2,347","4,110",0.571046229,"1,419",842,726,592,379,117,29,6,583,578,622,564
강원특별자치도 춘천시 효자1동,5111062000,397,"1,021",0.388834476,344,189,187,162,102,30,7,0,99,119,88,91
강원특별자치도 춘천시 효자2동,5111063000,"1,897","2,831",0.670081243,872,547,538,506,271,73,19,5,916,494,256,231
강원특별자치도 춘천시 효자3동,5111064000,801,"1,040",0.770192308,326,210,188,181,107,20,7,1,312,241,147,101
강원특별자치도 춘천시 석사동,5111065000,"3,922","5,736",0.683751743,"1,963","1,184","1,015",866,498,168,42,0,"1,215","1,061",879,767
강원특별자치도 춘천시 퇴계동,5111066000,"5,621","7,697",0.730284526,"2,871","1,571","1,265","1,102",623,218,45,2,"1,426","1,374","1,340","1,481"
강원특별자치도 춘천시 강남동,5111067500,"3,331","4,426",0.752598283,"1,708",967,762,553,301,102,25,8,665,774,923,969
강원특별자치도 춘천시 신사우동,5111070500,"3,160","4,462",0.7082026,"1,570",870,853,680,331,127,26,5,551,712,961,936
강원특별자치도 원주시 ,5113000000,"42,005","64,487",0.651371594,"24,003","13,590","10,350","9,142","5,163","1,767",417,55,"8,978","10,836","11,360","10,831"
강원특별자치도 원주시 문막읍,5113025000,"1,610","4,023",0.400198857,"1,342",846,719,637,324,118,33,4,422,379,377,432
강원특별자치도 원주시 소초면,5113031000,570,"2,635",0.216318786,978,549,389,372,234,95,13,5,124,168,166,112
강원특별자치도 원주시 호저면,5113032000,173,"1,407",0.122956645,456,279,206,228,170,56,11,1,32,51,47,43
강원특별자치도 원주시 지정면,5113033000,"4,368","2,642",1.65329296,"1,147",571,345,326,161,69,19,4,427,719,"1,449","1,773"
강원특별자치도 원주시 부론면,5113035000,100,"1,079",0.092678406,343,213,187,175,115,38,8,0,48,20,16,16
강원특별자치도 원주시 귀래면,5113036000,82,945,0.086772487,312,203,155,159,78,30,8,0,23,29,22,8
강원특별자치도 원주시 흥업면,5113037000,"1,014","2,207",0.459447213,841,450,339,313,186,65,11,2,372,240,213,189
강원특별자치도 원주시 판부면,5113038000,761,"1,324",0.574773414,495,296,192,178,108,42,12,1,168,208,205,180
강원특별자치도 원주시 신림면,5113039000,131,"1,554",0.084298584,521,344,244,233,156,41,13,2,28,33,24,46
강원특별자치도 원주시 중앙동,5113051500,125,969,0.128998968,304,177,152,161,118,43,12,2,26,35,29,35
강원특별자치도 원주시 원인동,5113052000,456,"1,044",0.436781609,361,222,171,156,101,28,4,1,104,150,128,74
강원특별자치도 원주시 개운동,5113053000,"1,191","3,005",0.396339434,975,659,538,478,253,88,12,2,306,330,311,244
강원특별자치도 원주시 명륜1동,5113054100,756,"2,043",0.370044053,693,458,340,324,171,41,15,1,207,215,188,146
강원특별자치도 원주시 명륜2동,5113054200,"2,275","3,436",0.662107101,"1,323",725,532,469,268,90,26,3,554,630,615,476
강원특별자치도 원주시 단구동,5113055000,"5,280","6,092",0.86671044,"2,309","1,263","1,019",871,454,139,36,1,"1,238","1,474","1,356","1,212"
강원특별자치도 원주시 일산동,5113056000,"1,303","2,119",0.614912695,700,445,383,310,198,59,22,2,313,499,307,184
강원특별자치도 원주시 학성동,5113057500,342,"1,412",0.242209632,490,286,222,234,116,53,9,2,94,98,79,71
강원특별자치도 원주시 단계동,5113059000,"3,757","4,533",0.828810942,"1,900",980,647,550,318,107,29,2,703,"1,099","1,114",841
강원특별자치도 원주시 우산동,5113060000,"1,497","2,524",0.593106181,943,524,461,320,199,54,21,2,459,365,346,327
강원특별자치도 원주시 태장1동,5113061000,"1,483","2,315",0.640604752,846,529,400,338,145,45,10,2,286,426,409,362
강원특별자치도 원주시 태장2동,5113062000,"2,371","4,726",0.501692763,"1,785",970,783,652,378,134,22,2,550,636,597,588
강원특별자치도 원주시 봉산동,5113063500,559,"2,381",0.234775304,754,495,397,413,226,75,19,2,160,161,129,109
강원특별자치도 원주시 행구동,5113065000,864,"1,649",0.523953911,625,326,246,231,157,45,14,5,209,228,211,216
강원특별자치도 원주시 무실동,5113066000,"4,301","4,279",1.005141388,"1,799",960,652,500,251,94,20,3,962,"1,099","1,076","1,164"
강원특별자치도 원주시 반곡관설동,5113067500,"6,636","4,144",1.601351351,"1,761",820,631,514,278,118,18,4,"1,163","1,544","1,946","1,983"
강원특별자치도 강릉시 ,5115000000,"19,694","51,700",0.380928433,"17,351","11,415","9,471","7,529","4,005","1,500",369,60,"5,039","5,186","4,705","4,764"
강원특별자치도 강릉시 주문진읍,5115025000,"1,010","5,738",0.176019519,"1,788","1,334","1,072",881,446,163,47,7,228,268,248,266
강원특별자치도 강릉시 성산면,5115031000,182,"1,295",0.140540541,416,265,208,183,152,49,18,4,43,59,38,42
강원특별자치도 강릉시 왕산면,5115032000,51,718,0.071030641,243,175,127,97,52,18,5,1,14,11,13,13
강원특별자치도 강릉시 구정면,5115033000,272,"1,412",0.192634561,488,263,243,216,120,61,18,3,66,58,65,83
강원특별자치도 강릉시 강동면,5115034000,208,"1,642",0.126674787,471,360,301,269,161,66,12,2,55,59,53,41
강원특별자치도 강릉시 옥계면,5115035000,153,"1,400",0.109285714,437,322,249,212,120,49,11,0,42,44,32,35
강원특별자치도 강릉시 사천면,5115036000,382,"1,608",0.237562189,573,338,264,253,124,44,10,2,63,127,97,95
강원특별자치도 강릉시 연곡면,5115037000,371,"2,107",0.176079734,735,491,372,277,160,50,18,4,88,80,93,110
강원특별자치도 강릉시 홍제동,5115051000,"1,671","2,827",0.591085957,948,634,523,404,206,87,20,5,378,403,423,467
강원특별자치도 강릉시 중앙동,5115052000,402,"1,611",0.249534451,474,373,295,261,139,48,18,3,113,143,72,74
강원특별자치도 강릉시 옥천동,5115054000,235,"1,188",0.197811448,336,256,270,203,86,32,4,1,61,73,59,42
강원특별자치도 강릉시 교1동,5115055000,"2,801","4,772",0.586965633,"1,630","1,009",885,696,382,136,28,6,834,740,631,596
강원특별자치도 강릉시 교2동,5115056000,723,"2,032",0.355807087,695,466,367,290,154,48,9,3,185,223,172,143
강원특별자치도 강릉시 포남1동,5115057100,"1,119","2,971",0.376640862,"1,023",679,576,424,191,62,13,3,266,336,280,237
강원특별자치도 강릉시 포남2동,5115057200,"1,156","3,121",0.370394104,"1,133",707,549,392,221,88,28,3,286,344,292,234
강원특별자치도 강릉시 초당동,5115058000,424,"1,034",0.410058027,379,201,194,141,87,32,0,0,95,100,109,120
강원특별자치도 강릉시 송정동,5115059000,"1,076","1,813",0.593491451,713,414,295,208,119,52,11,1,218,250,296,312
강원특별자치도 강릉시 내곡동,5115060000,"1,847","2,999",0.615871957,"1,090",674,523,403,201,87,20,1,537,426,393,491
강원특별자치도 강릉시 강남동,5115061500,"1,392","4,975",0.279798995,"1,462","1,052","1,030",817,425,153,33,3,356,387,345,304
강원특별자치도 강릉시 성덕동,5115064500,"2,895","4,763",0.607810204,"1,692","1,042",821,681,355,131,34,7,736,729,711,719
강원특별자치도 강릉시 경포동,5115066500,"1,324","1,674",0.790919952,625,360,307,221,104,44,12,1,375,326,283,340
강원특별자치도 동해시 ,5117000000,"7,183","20,861",0.344326734,"7,147","4,701","3,841","3,005","1,528",517,109,13,"1,726","1,777","1,731","1,949"
강원특별자치도 동해시 천곡동,5117051000,"2,778","5,761",0.48220795,"2,304","1,337",960,662,329,132,32,5,620,713,680,765
강원특별자치도 동해시 송정동,5117052000,197,"1,187",0.165964617,359,255,214,205,101,45,8,0,52,50,50,45
강원특별자치도 동해시 북삼동,5117053000,"1,786","3,219",0.554830693,"1,173",715,568,463,212,75,13,0,490,446,422,428
강원특별자치도 동해시 부곡동,5117054000,296,"1,684",0.175771971,542,388,347,252,117,30,5,3,85,84,59,68
강원특별자치도 동해시 동호동,5117055000,356,"1,431",0.248777079,438,348,289,211,113,23,7,2,78,103,80,95
강원특별자치도 동해시 발한동,5117057000,164,"1,362",0.12041116,392,299,291,227,118,28,7,0,46,48,40,30
강원특별자치도 동해시 묵호동,5117059000,104,"1,235",0.084210526,349,262,274,207,125,16,1,1,32,22,27,23
강원특별자치도 동해시 북평동,5117060000,"1,213","2,671",0.454137027,934,598,458,367,201,99,14,0,242,243,308,420
강원특별자치도 동해시 망상동,5117063000,167,"1,279",0.130570758,354,277,245,235,118,37,11,2,39,35,46,47
강원특별자치도 동해시 삼화동,5117065000,122,"1,032",0.118217054,302,222,195,176,94,32,11,0,42,33,19,28
강원특별자치도 태백시 ,5119000000,"2,596","11,300",0.229734513,"3,735","2,729","2,148","1,647",794,195,44,8,681,605,604,706
강원특별자치도 태백시 황지동,5119051500,572,"1,627",0.351567302,580,404,277,241,89,24,8,4,117,123,169,163
강원특별자치도 태백시 황연동,5119052500,180,"1,438",0.125173853,504,361,270,196,75,23,8,1,42,50,45,43
강원특별자치도 태백시 삼수동,5119053500,264,"1,665",0.158558559,516,412,331,248,138,16,2,2,68,60,50,86
강원특별자치도 태백시 상장동,5119054000,"1,047","2,337",0.44801027,843,569,427,300,138,52,7,1,313,233,224,277
강원특별자치도 태백시 문곡소도동,5119058500,206,"1,243",0.165728077,440,311,223,161,76,26,6,0,54,49,48,55
강원특별자치도 태백시 장성동,5119059500,178,"1,072",0.166044776,321,236,201,179,101,29,5,0,56,49,33,40
강원특별자치도 태백시 구문소동,5119060500,77,"1,059",0.072710104,291,260,217,187,87,12,5,0,19,19,15,24
강원특별자치도 태백시 철암동,5119061500,72,859,0.083818393,240,176,202,135,90,13,3,0,12,22,20,18
강원특별자치도 속초시 ,5121000000,"7,532","18,496",0.407223183,"6,832","3,982","3,266","2,492","1,305",466,143,10,"1,626","1,899","1,977","2,030"
강원특별자치도 속초시 영랑동,5121051000,304,"1,413",0.215145081,509,326,239,185,109,36,9,0,55,80,86,83
강원특별자치도 속초시 동명동,5121052000,412,"1,132",0.363957597,407,242,202,165,79,27,9,1,80,89,116,127
강원특별자치도 속초시 금호동,5121054000,387,"1,805",0.214404432,606,399,328,264,130,49,28,1,101,104,86,96
강원특별자치도 속초시 교동,5121056000,828,"2,325",0.356129032,879,504,402,306,163,52,18,1,208,212,227,181
강원특별자치도 속초시 노학동,5121057000,"1,803","4,537",0.397399162,"1,691",940,778,621,339,131,36,1,484,458,427,434
강원특별자치도 속초시 조양동,5121058000,"3,226","4,780",0.674895397,"1,867","1,053",834,607,297,95,23,4,586,794,890,956
강원특별자치도 속초시 청호동,5121059000,422,"1,330",0.317293233,485,255,239,187,102,46,14,2,77,120,107,118
강원특별자치도 속초시 대포동,5121060000,150,"1,174",0.127768313,388,263,244,157,86,30,6,0,35,42,38,35
강원특별자치도 삼척시 ,5123000000,"5,094","18,014",0.28278006,"5,628","3,967","3,235","2,806","1,634",611,111,22,"1,769","1,075","1,086","1,164"
강원특별자치도 삼척시 도계읍,5123025000,969,"2,893",0.334946422,920,628,555,468,220,84,16,2,701,113,70,85
강원특별자치도 삼척시 원덕읍,5123025300,122,"1,293",0.094354215,358,281,222,230,143,49,9,1,31,32,33,26
강원특별자치도 삼척시 원덕읍임원출장소,5123025400,61,668,0.091317365,194,137,128,115,64,22,5,3,15,17,13,16
강원특별자치도 삼척시 근덕면,5123031000,189,"2,176",0.086856618,612,427,370,379,259,104,18,7,54,53,34,48
강원특별자치도 삼척시 하장면,5123032000,37,530,0.069811321,185,122,79,76,53,12,2,1,11,9,9,8
강원특별자치도 삼척시 노곡면,5123033000,16,348,0.045977011,100,64,64,51,46,18,5,0,1,5,4,6
강원특별자치도 삼척시 미로면,5123034000,46,831,0.055354994,233,165,154,133,90,51,5,0,10,12,13,11
강원특별자치도 삼척시 가곡면,5123035000,14,315,0.044444444,86,88,49,42,35,13,2,0,4,1,4,5
강원특별자치도 삼척시 신기면,5123036000,20,291,0.068728522,85,58,59,49,28,9,2,1,2,5,7,6
강원특별자치도 삼척시 남양동,5123051000,486,"2,478",0.196125908,751,604,480,363,183,86,11,0,119,136,123,108
강원특별자치도 삼척시 교동,5123053000,"1,839","2,000",0.9195,751,453,342,249,142,48,12,3,469,375,466,529
강원특별자치도 삼척시 정라동,5123054000,711,"2,037",0.34904271,681,434,377,319,168,47,9,2,173,186,174,178
강원특별자치도 삼척시 성내동,5123057000,584,"2,154",0.271123491,672,506,356,332,203,68,15,2,179,131,136,138
강원특별자치도 홍천군 ,5172000000,"4,779","21,287",0.224503218,"7,722","4,424","3,453","3,039","1,858",620,148,23,"1,110","1,209","1,231","1,229"
강원특별자치도 홍천군 홍천읍,5172025000,"3,237","7,245",0.44679089,"2,677","1,486","1,216","1,036",586,196,44,4,753,826,862,796
강원특별자치도 홍천군 화촌면,5172031000,148,"1,988",0.07444668,690,448,327,243,184,69,23,4,36,46,25,41
강원특별자치도 홍천군 두촌면,5172032000,97,"1,143",0.084864392,371,237,190,184,108,40,11,2,29,18,26,24
강원특별자치도 홍천군 내촌면,5172033000,83,"1,153",0.071986123,397,262,162,173,122,32,5,0,17,20,22,24
강원특별자치도 홍천군 서석면,5172034000,178,"1,466",0.121418827,541,315,219,219,114,46,7,5,46,41,40,51
강원특별자치도 홍천군 영귀미면,5172035200,158,"1,817",0.086956522,685,368,302,243,151,50,15,3,36,31,36,55
강원특별자치도 홍천군 남면,5172036000,382,"1,990",0.191959799,712,385,319,293,203,62,16,0,74,96,107,105
강원특별자치도 홍천군 서면,5172037000,179,"1,637",0.109346365,622,349,247,222,131,56,7,3,41,52,42,44
강원특별자치도 홍천군 북방면,5172038000,192,"1,678",0.114421931,587,328,258,279,169,47,9,1,42,55,44,51
강원특별자치도 홍천군 내면,5172039000,125,"1,170",0.106837607,440,246,213,147,90,22,11,1,36,24,27,38
강원특별자치도 횡성군 ,5173000000,"2,726","16,038",0.169971318,"5,654","3,379","2,711","2,316","1,394",449,115,20,693,671,642,720
강원특별자치도 횡성군 횡성읍,5173025000,"1,786","5,198",0.34359369,"1,768","1,055",878,821,457,165,46,8,457,437,424,468
강원특별자치도 횡성군 우천면,5173031000,192,"1,774",0.108229989,616,382,302,259,149,51,13,2,60,35,45,52
강원특별자치도 횡성군 안흥면,5173032000,97,"1,223",0.079313164,454,250,211,158,109,30,10,1,28,20,23,26
강원특별자치도 횡성군 둔내면,5173033000,261,"2,148",0.12150838,767,471,367,310,168,46,14,5,55,76,50,80
강원특별자치도 횡성군 갑천면,5173034000,96,"1,161",0.082687339,443,232,193,157,100,27,8,1,29,26,24,17
강원특별자치도 횡성군 청일면,5173035000,62,"1,143",0.05424322,392,238,196,164,109,38,5,1,13,17,17,15
강원특별자치도 횡성군 공근면,5173036000,121,"1,569",0.077119184,547,344,241,213,152,59,13,0,24,39,30,28
강원특별자치도 횡성군 서원면,5173037000,72,962,0.074844075,355,215,153,126,91,17,5,0,19,13,19,21
강원특별자치도 횡성군 강림면,5173038000,39,860,0.045348837,312,192,170,108,59,16,1,2,8,8,10,13
강원특별자치도 영월군 ,5175000000,"2,289","12,705",0.180165289,"4,233","2,818","2,190","1,983","1,051",358,62,10,691,521,501,576
강원특별자치도 영월군 영월읍,5175025000,"1,687","5,230",0.322562141,"1,717","1,167",930,833,422,137,21,3,502,384,372,429
강원특별자치도 영월군 상동읍,5175025300,38,465,0.08172043,131,97,84,86,47,17,3,0,10,12,7,9
강원특별자치도 영월군 산솔면,5175031200,28,638,0.043887147,211,127,110,119,52,18,1,0,11,7,4,6
강원특별자치도 영월군 김삿갓면,5175032500,43,723,0.059474412,254,168,119,91,57,29,5,0,15,8,11,9
강원특별자치도 영월군 북면,5175033000,90,893,0.100783875,297,189,163,134,83,21,6,0,31,18,19,22
강원특별자치도 영월군 남면,5175034000,65,977,0.066530194,347,214,150,149,72,37,5,3,26,21,4,14
강원특별자치도 영월군 한반도면,5175035500,61,454,0.134361233,155,108,67,79,35,9,1,0,14,13,15,19
강원특별자치도 영월군 한반도면쌍용출장소,5175035900,63,692,0.091040462,181,167,133,119,68,19,4,1,25,11,15,12
강원특별자치도 영월군 주천면,5175036000,148,"1,679",0.088147707,591,347,269,249,159,49,12,3,42,32,38,36
강원특별자치도 영월군 무릉도원면,5175038000,66,954,0.06918239,349,234,165,124,56,22,4,0,15,15,16,20
강원특별자치도 평창군 ,5176000000,"2,404","13,501",0.178060884,"4,753","2,922","2,400","1,983","1,016",338,72,17,648,551,559,646
강원특별자치도 평창군 평창읍,5176025000,547,"2,612",0.20941807,913,548,464,352,234,83,16,2,148,128,134,137
강원특별자치도 평창군 미탄면,5176031000,58,663,0.087481146,242,145,125,91,40,15,4,1,16,16,11,15
강원특별자치도 평창군 방림면,5176032000,27,353,0.076487252,130,67,63,63,24,3,2,1,9,5,6,7
강원특별자치도 평창군 방림면계촌출장소,5176032500,84,707,0.118811881,269,155,116,97,50,15,5,0,22,16,23,23
강원특별자치도 평창군 대화면,5176033000,222,"1,939",0.114492006,668,403,330,300,162,63,10,3,55,47,58,62
강원특별자치도 평창군 봉평면,5176034000,329,"1,754",0.187571266,668,406,292,224,121,33,8,2,85,69,78,97
강원특별자치도 평창군 용평면,5176035000,165,"1,041",0.158501441,368,207,177,173,87,24,5,0,51,39,36,39
강원특별자치도 평창군 진부면,5176036000,531,"2,854",0.18605466,979,608,537,455,182,67,18,8,167,116,102,146
강원특별자치도 평창군 대관령면,5176038000,441,"1,578",0.279467681,516,383,296,228,116,35,4,0,95,115,111,120
강원특별자치도 정선군 ,5177000000,"1,954","11,250",0.173688889,"3,858","2,467","1,982","1,757",818,265,85,18,545,397,435,577
강원특별자치도 정선군 정선읍,5177025000,665,"2,709",0.245478036,873,584,515,424,210,72,25,6,208,136,129,192
강원특별자치도 정선군 고한읍,5177025300,372,"1,146",0.32460733,401,306,208,160,52,14,5,0,53,84,113,122
강원특별자치도 정선군 사북읍,5177025600,266,"1,182",0.225042301,469,259,209,163,65,13,2,2,74,47,53,92
강원특별자치도 정선군 신동읍,5177025900,58,644,0.090062112,211,135,118,122,43,13,2,0,17,12,15,14
강원특별자치도 정선군 신동읍함백출장소,5177026000,76,604,0.125827815,193,128,111,99,51,19,3,0,24,23,13,16
강원특별자치도 정선군 남면,5177032000,154,"1,074",0.143389199,412,276,158,139,59,19,8,3,46,26,30,52
강원특별자치도 정선군 북평면,5177034000,116,952,0.121848739,297,198,160,166,82,33,13,3,41,20,28,27
강원특별자치도 정선군 임계면,5177035000,110,"1,478",0.074424899,488,265,261,251,149,45,17,2,36,21,25,28
강원특별자치도 정선군 화암면,5177036000,59,623,0.09470305,241,117,97,106,43,14,5,0,17,12,12,18
